id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_usd,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
61900-2RZ-RODAMIENTO,61900-2RZ,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61900-2RZ-RODAMIENTO,366,2025-01-09,60.0,25,22.0,-419.0,5,Proveedor A,3,ok,7.22,0.78,0.43,0.26,1.47,8.69,547.47
8965-RETENES,8965,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8965-RETENES,367,2025-04-09,53.0,20,24.0,49.0,14,Proveedor C,4,ok,13.58,0.44,0.34,0.23,1.01,14.59,714.91
LMK16UU-Ruleman,LMK16UU,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,2.0,,,LMK16UU-Ruleman,368,2025-06-11,80.0,23,7.0,96.0,10,Proveedor D,8,ok,9.47,0.95,0.4,0.14,1.49,10.96,1052.16
SIPP8S-BULON CON RDAMIENTO,SIPP8S,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M8,,ACERO COMUN,,1.0,2.0,,,SIPP8S-BULON CON RDAMIENTO,369,2025-06-27,55.0,19,7.0,67.0,17,Proveedor C,13,ok,26.52,2.49,0.43,0.96,3.88,30.4,2036.8
SIPP8S-BULON CON RDAMIENTO,SIPP8S,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M8,,ACERO COMUN,,1.0,2.0,,,SIPP8S-BULON CON RDAMIENTO,370,2025-04-04,70.0,27,4.0,93.0,14,Proveedor D,9,ok,16.19,1.44,0.31,0.23,1.98,18.17,1689.81
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,371,2025-06-01,54.0,6,16.0,44.0,26,Proveedor D,5,ok,16.12,1.91,0.62,0.46,2.99,19.11,840.84
0605AC-Ruleman,0605AC,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,0605AC-Ruleman,372,2025-06-16,18.0,13,19.0,12.0,20,Proveedor B,9,critico,32.87,1.43,1.89,0.55,3.87,36.74,440.88
M8-TUERC MARIPOSA MACH,M8,TUERC MARIPOSA MACH,mecanica,TUERC MARIP MACH,unidad,COMUN,M8,,ACERO COMUN,,1.0,-6.0,,,M8-TUERC MARIPOSA MACH,373,2025-05-16,75.0,23,20.0,78.0,23,Proveedor D,5,ok,10.92,0.51,0.58,0.31,1.4,12.32,960.96
M16X30-ALLEN INOX,M16X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M16X30,,INOXIDABLE,,1.0,0.0,,,M16X30-ALLEN INOX,374,2025-02-11,56.0,37,18.0,75.0,11,Proveedor A,6,ok,7.8,0.28,0.1,0.14,0.52,8.32,624.0
UCF305-CAJA RODAMIENTO,UCF305,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UCF305-CAJA RODAMIENTO,375,2025-03-06,57.0,16,14.0,59.0,13,Proveedor C,11,ok,6.4,0.25,0.31,0.24,0.8,7.2,424.8
6804Z-2RS-Ruleman,6804Z-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,6804Z-2RS-Ruleman,376,2025-05-27,34.0,13,13.0,34.0,28,Proveedor A,8,bajo,13.37,0.49,0.6,0.33,1.42,14.79,502.86
M8X16-BULONES,M8X16,BULONES,mecanica,BULONES,unidad,COMUN,M8X16,,ACERO COMUN,,1.0,0.0,,,M8X16-BULONES,377,2025-05-17,31.0,11,3.0,39.0,16,Proveedor B,8,ok,19.05,0.57,0.33,0.72,1.62,20.67,806.13
m 5x25-BULONES HEXG,m 5x25,BULONES HEXG,mecanica,BULONES HEXAG,unidad,COMUN,m5x25,,ACERO COMUN,,1.0,0.0,,,m 5x25-BULONES HEXG,378,2025-02-03,57.0,17,18.0,56.0,17,Proveedor C,7,ok,14.81,0.67,0.33,0.34,1.34,16.15,904.4
UCF204-CAJA RODAMIENTO,UCF204,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,6.0,,,UCF204-CAJA RODAMIENTO,379,2025-04-02,89.0,26,17.0,98.0,15,Proveedor B,2,ok,47.64,1.84,0.62,1.68,4.14,51.78,5074.44
F208-CAJA RODAMIENTO,F208,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,F208-CAJA RODAMIENTO,380,2025-04-11,75.0,13,5.0,83.0,23,Proveedor B,6,ok,14.16,1.26,0.35,0.14,1.75,15.91,1320.53
6006-2RS-Ruleman,6006-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6006-2RS-Ruleman,381,2025-01-11,39.0,13,-403.0,42.0,9,Proveedor A,8,ok,30.88,3.39,1.12,0.48,4.99,35.87,1506.54
PHS6-BULON CON RDAMIENTO,PHS6,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M6,,ACERO COMUN,,1.0,3.0,,,PHS6-BULON CON RDAMIENTO,382,2025-04-12,50.0,13,8.0,55.0,13,Proveedor C,13,ok,20.88,1.73,0.31,0.71,2.75,23.63,1299.65
M14X40-BUL HEX INOX,M14X40,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M14X40,,INOXIDABLE,,,21.0,,,M14X40-BUL HEX INOX,383,2025-01-07,42.0,11,28.0,25.0,18,Proveedor B,6,bajo,13.11,1.12,0.56,0.31,1.99,15.1,377.5
61404-2RS1-RODAMIENTO,61404-2RS1,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61404-2RS1-RODAMIENTO,384,2025-05-29,44.0,23,17.0,50.0,29,Proveedor C,8,ok,6.05,0.22,0.33,0.18,0.73,6.78,339.0
M8X110-BULONES,M8X110,BULONES,mecanica,BULONES,unidad,COMUN,M8X110,,ACERO COMUN,,1.0,7.0,,,M8X110-BULONES,385,2025-03-01,68.0,8,3.0,73.0,20,Proveedor A,10,ok,7.03,0.65,0.31,0.15,1.11,8.14,594.22
32011X-Ruleman,32011X,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,1.0,,,32011X-Ruleman,386,2025-03-26,54.0,15,9.0,60.0,18,Proveedor A,8,ok,7.78,0.71,0.43,0.11,1.25,9.03,541.8
UCF206-CAJA RODAMIENTO,UCF206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,INOXIDABLE,,,ACERO COMUN,,1.0,44.0,,,UCF206-CAJA RODAMIENTO,387,2035-01-01,71.0,24,21.0,74.0,14,Proveedor C,6,ok,17.8,0.64,0.74,0.44,1.82,19.62,1451.88
9090-RETENES,9090,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,9.0,,,9090-RETENES,388,2025-01-02,47.0,21,9.0,59.0,38,Proveedor D,5,ok,28.9,2.93,0.3,0.38,3.61,32.51,1918.09
686-ZRS-RODAMIENTO,686-ZRS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,686-ZRS-RODAMIENTO,389,2025-03-18,60.0,8,20.0,48.0,8,Proveedor D,13,ok,35.6,2.56,0.42,0.76,3.74,39.34,1888.32
M8X16-BULONES,M8X16,BULONES,mecanica,BULONES,unidad,COMUN,M8X16,,ACERO COMUN,,1.0,0.0,,,M8X16-BULONES,390,2025-03-17,67.0,6,12.0,61.0,17,Proveedor C,9,ok,15.37,0.89,0.19,0.29,1.37,16.74,1021.14
"6,75-MECHA",6.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,6.75,,MECHAS,,,4.0,,,"6,75-MECHA",391,2025-01-10,12.0,27,22.0,17.0,1,Proveedor D,9,ok,4.47,0.24,0.13,0.13,0.5,4.97,84.49
61802-RS-Ruleman,61802-RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61802-RS-Ruleman,392,2025-06-26,129.0,17,17.0,129.0,17,Proveedor A,9,ok,20.49,2.17,1.11,0.46,3.74,24.23,3125.67
"7,25-MECHA",7.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,7.25,,MECHAS,,,0.0,,,"7,25-MECHA",393,2025-02-08,66.0,25,29.0,62.0,13,Proveedor A,9,ok,9.08,0.38,0.41,0.25,1.04,10.12,627.44
686-ZRS-RODAMIENTO,686-ZRS,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,686-ZRS-RODAMIENTO,394,2025-03-09,30.0,24,25.0,29.0,18,Proveedor B,6,ok,17.24,1.15,0.66,0.48,2.29,19.53,566.37
M24-ARANDELA INOX,M24,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M24,,INOXIDABLE,,1.0,33.0,,,M24-ARANDELA INOX,395,2025-06-30,84.0,10,14.0,80.0,18,Proveedor A,1,ok,16.32,1.71,0.22,0.23,2.16,18.48,1478.4
6003 RS-RODAMIENTO,6003 RS,RODAMIENTO,electrico,,unidad,,,,MENINO,,1.0,2.0,,,6003 RS-RODAMIENTO,396,2025-06-29,45.0,20,19.0,46.0,18,Proveedor A,8,ok,29.6,2.8,1.36,0.39,4.55,34.15,1570.9
M3-MACHOS,M3,MACHOS,mecanica,herramental de corte,unidad,ACERO RAPIDO,M3,,MECHAS,,,2.0,,,M3-MACHOS,397,2025-01-08,45.0,18,13.0,50.0,24,Proveedor A,5,ok,19.03,0.72,0.99,0.72,2.43,21.46,1073.0
5348-RETENES,5348,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,5348-RETENES,398,2025-05-07,69.0,22,10.0,81.0,21,Proveedor B,6,ok,67.81,5.37,2.24,2.23,9.84,77.65,6289.65
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,32005-Ruleman,399,2025-01-14,67.0,11,11.0,67.0,27,Proveedor C,9,ok,46.09,2.09,1.88,0.94,4.91,51.0,3417.0
M8-TUERCA INOX AUT,M8,TUERCA INOX AUT,mecanica,TUERCA INOX AUT,unidad,INOXIDABLE,M8,,INOXIDABLE,,1.0,102.0,,,M8-TUERCA INOX AUT,400,2025-03-18,84.0,5,12.0,77.0,21,Proveedor A,3,ok,8.46,0.31,0.25,0.14,0.7,9.16,705.32
M12x25-BULONES,M12x25,BULONES,mecanica,BULONES,unidad,COMUN,M12x25,,ACERO COMUN,,1.0,35.0,,,M12x25-BULONES,401,2025-02-21,97.0,27,11.0,113.0,14,Proveedor B,3,ok,12.25,0.63,0.32,0.43,1.38,13.63,1540.19
51205-Ruleman,51205,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51205-Ruleman,402,2025-01-20,73.0,15,18.0,70.0,14,Proveedor D,6,error,10.13,0.74,0.29,0.39,1.42,11.55,808.5
"11,5-MECHA",11.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,11.5,,MECHAS,,,0.0,,,"11,5-MECHA",403,2025-02-05,39.0,23,13.0,49.0,14,Proveedor C,8,ok,6.31,0.64,0.27,0.18,1.09,7.4,362.6
"7,75-MECHA",7.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,7.75,,MECHAS,,,1.0,,,"7,75-MECHA",404,2025-05-22,80.0,12,1.0,91.0,26,Proveedor A,8,ok,9.61,0.69,0.51,0.27,1.47,11.08,1008.28
5-FRESA,5,FRESA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-FRESA,405,2025-01-02,42.0,16,34.0,24.0,14,Proveedor C,7,ok,6.86,0.8,0.34,0.27,1.41,8.27,198.48
9414-RETENES,9414,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9414-RETENES,406,2025-05-19,36.0,21,19.0,38.0,21,Proveedor B,6,ok,35.95,1.23,0.59,0.68,2.5,38.45,1461.1
M8X30-BUL HEX INOX,M8X30,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M8X30,,INOXIDABLE,,1.0,31.0,,,M8X30-BUL HEX INOX,407,2025-03-29,92.0,21,15.0,98.0,16,Proveedor C,6,ok,41.06,2.79,1.74,0.73,5.26,46.32,4539.36
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,408,2025-02-01,38.0,36,2.0,72.0,35,Proveedor A,7,ok,22.07,1.22,1.07,0.42,2.71,24.78,1784.16
UC208-RODAMIENTO,UC208,RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC208-RODAMIENTO,409,2025-03-09,78.0,8,7.0,79.0,24,Proveedor D,5,ok,9.37,0.28,0.36,0.14,0.78,10.15,801.85
M14X40-BUL HEX INOX,M14X40,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M14X40,,INOXIDABLE,,,21.0,,,M14X40-BUL HEX INOX,410,2025-01-02,16.0,22,5.0,33.0,3,Proveedor C,5,ok,35.72,3.73,1.63,1.3,6.66,42.38,1398.54
M10-ARANDELA,M10,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M10,,ACERO COMUN,,1.0,708.0,hay una caja,,M10-ARANDELA,411,2025-03-27,69.0,37,31.0,75.0,14,Proveedor B,6,ok,60.72,6.66,2.2,2.14,11.0,71.72,5379.0
GE17ES-RODAMIENTO,GE17ES,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,GE17ES-RODAMIENTO,412,2025-04-24,73.0,20,30.0,63.0,25,Proveedor D,2,ok,26.25,2.08,1.41,0.98,4.47,30.72,1935.36
M10X45-BULON EXAGONAL,M10X45,BULON EXAGONAL,mecanica,BULON EXAG,unidad,COMUN,"10X1,5X45",paso completo,ACERO COMUN,0.26,1.0,148.0,,,M10X45-BULON EXAGONAL,413,2025-04-29,29.0,16,12.0,33.0,22,Proveedor D,6,bajo,0.26,0.02,0.01,0.01,0.04,0.3,9.9
9405-RETENES,9405,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9405-RETENES,414,2025-04-06,65.0,19,12.0,72.0,17,Proveedor B,3,ok,15.47,1.84,0.29,0.29,2.42,17.89,1288.08
R55611-RETENES,R55611,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,R55611-RETENES,415,2025-04-29,47.0,21,11.0,57.0,11,Proveedor C,8,ok,9.16,0.73,0.32,0.14,1.19,10.35,589.95
T140-TELA ESMERIL,T140,TELA ESMERIL,seguridad,,,,,,VARIOS,,,,,,T140-TELA ESMERIL,416,2025-06-07,32.0,16,0.0,48.0,19,Proveedor A,6,ok,11.41,0.72,0.54,0.31,1.57,12.98,623.04
PHS6-BULON CON RDAMIENTO,PHS6,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M6,,ACERO COMUN,,1.0,3.0,,,PHS6-BULON CON RDAMIENTO,417,2025-05-15,62.0,13,29.0,46.0,13,Proveedor B,6,ok,8.72,0.4,0.24,0.29,0.93,9.65,443.9
LBBR16-AS-BUJE,LBBR16-AS,BUJE,mecanica,BUJE,unidad,acero comun,,,ACERO COMUN,,1.0,1.0,,,LBBR16-AS-BUJE,418,2025-06-11,41.0,17,7.0,51.0,21,Proveedor A,6,ok,8.96,0.4,0.17,0.35,0.92,9.88,503.88
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,32005-Ruleman,419,2025-02-21,22.0,12,14.0,20.0,10,Proveedor B,9,ok,60.57,2.71,1.72,1.92,6.35,66.92,1338.4
"2,25-MECHA",2.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.25,,MECHAS,,,0.0,,,"2,25-MECHA",420,2025-05-29,59.0,29,24.0,64.0,19,Proveedor B,9,ok,14.02,1.37,0.18,0.18,1.73,15.75,1008.0
M16X45-BUL HEX INOX,M16X45,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M16X45,,INOXIDABLE,,1.0,10.0,,,M16X45-BUL HEX INOX,421,2025-06-19,100.0,14,21.0,93.0,3,Proveedor D,12,ok,52.5,3.11,1.73,1.23,6.07,58.57,5447.01
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,422,2025-03-05,43.0,8,32.0,19.0,24,Proveedor A,8,critico,61.22,3.32,2.56,1.51,7.39,68.61,1303.59
5X5-GUSANILLO,5X5,GUSANILLO,mecanica,GUSANILLO,unidad,COMUN,M5X5,,INOXIDABLE,,1.0,,,,5X5-GUSANILLO,423,2025-02-01,59.0,18,11.0,66.0,19,Proveedor B,8,ok,28.64,1.21,0.64,0.5,2.35,30.99,2045.34
T140-TELA ESMERIL,T140,TELA ESMERIL,seguridad,,,,,,VARIOS,,,,,,T140-TELA ESMERIL,424,2025-06-18,40.0,25,15.0,50.0,23,Proveedor B,7,ok,12.32,1.25,0.22,0.19,1.66,13.98,699.0
M13-TUERCA,M13,TUERCA,mecanica,TUERCA,unidad,COMUN,M13,,ACERO COMUN,,1.0,0.0,,,M13-TUERCA,425,2025-05-02,98.0,10,19.0,89.0,29,Proveedor C,12,ok,15.96,0.71,0.33,0.43,1.47,17.43,1551.27
M6 X15-ALLEN INOX,M6 X15,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M6X15,,INOXIDABLE,0.11,1.0,158.0,,,M6 X15-ALLEN INOX,426,2025-04-30,45.0,21,22.0,44.0,31,Proveedor A,9,bajo,0.11,0.01,0.0,0.0,0.01,0.12,5.28
"5,25-MECHA",5.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5.25,,MECHAS,,,0.0,,,"5,25-MECHA",427,2025-03-18,56.0,10,9.0,57.0,21,Proveedor D,5,ok,15.36,0.66,0.22,0.55,1.43,16.79,957.03
M14-TUERCA,M14,TUERCA,mecanica,TUERCA,unidad,COMUN,M14,,ACERO COMUN,,1.0,0.0,,,M14-TUERCA,428,2025-04-27,64.0,12,5.0,71.0,11,Proveedor B,4,ok,13.98,1.39,0.61,0.32,2.32,16.3,1157.3
8919-RETENES,8919,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8919-RETENES,429,2025-01-13,63.0,22,18.0,67.0,11,Proveedor B,10,ok,21.39,2.06,0.57,0.65,3.28,24.67,1652.89
M16-TUERCA INOX,M16,TUERCA INOX,mecanica,TUERCA INOX,unidad,INOXIDABLE,M16,,INOXIDABLE,,1.0,0.0,,,M16-TUERCA INOX,430,2025-03-10,77.0,9,10.0,76.0,20,Proveedor D,10,ok,32.01,3.34,1.01,0.53,4.88,36.89,2803.64
6284-RETENES,6284,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,6284-RETENES,431,2025-03-12,32.0,18,26.0,24.0,28,Proveedor D,6,critico,19.7,1.47,0.74,0.74,2.95,22.65,543.6
M12X60-BUL HEX INOX,M12X60,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M12X60,,INOXIDABLE,,,21.0,,,M12X60-BUL HEX INOX,432,2025-04-19,39.0,2,10.0,31.0,28,Proveedor C,2,bajo,6.54,0.69,0.2,0.22,1.11,7.65,237.15
6211-2RS-Ruleman,6211-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6211-2RS-Ruleman,433,2035-01-01,57.0,6,11.0,52.0,20,Proveedor C,7,ok,25.49,2.94,1.43,0.41,4.78,30.27,1574.04
M8-TUERC MARIPOSA MACH,M8,TUERC MARIPOSA MACH,mecanica,TUERC MARIP MACH,unidad,COMUN,M8,,ACERO COMUN,,1.0,-6.0,,,M8-TUERC MARIPOSA MACH,434,2025-03-20,78.0,18,9.0,87.0,13,Proveedor D,9,ok,22.17,1.49,0.53,0.37,2.39,24.56,2136.72
M10X140-BULONES,M10X140,BULONES,mecanica,BULONES,unidad,COMUN,M10X140,,ACERO COMUN,,1.0,26.0,,,M10X140-BULONES,435,2025-04-14,69.0,14,11.0,72.0,22,Proveedor B,5,ok,18.02,1.33,0.9,0.7,2.93,20.95,1508.4
6005-Z7-Ruleman,6005-Z7,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,3.0,,,6005-Z7-Ruleman,436,2025-01-29,71.0,14,6.0,79.0,19,Proveedor C,8,ok,24.62,1.08,1.36,0.92,3.36,27.98,2210.42
"6,25-MECHA",6.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,6.25,,MECHAS,,,2.0,,,"6,25-MECHA",437,2025-06-18,0.0,24,21.0,3.0,22,Proveedor B,8,critico,11.52,1.31,0.4,0.12,1.83,13.35,40.05
M6-TUERCA,M6,TUERCA,mecanica,TUERCA,unidad,COMUN,M6,,ACERO COMUN,,1.0,259.0,,,M6-TUERCA,438,2025-01-15,100.0,24,20.0,104.0,14,Proveedor B,4,ok,27.35,2.71,1.13,0.63,4.47,31.82,3309.28
SIPP8S-BULON CON RDAMIENTO,SIPP8S,BULON CON RDAMIENTO,mecanica,BULON CON ROOAMIENTO,unidad,acero comun,M8,,ACERO COMUN,,1.0,2.0,,,SIPP8S-BULON CON RDAMIENTO,439,2025-03-23,83.0,1,1.0,83.0,19,Proveedor D,4,ok,31.87,2.26,1.29,0.77,4.32,36.19,3003.77
M13-TUERCA,M13,TUERCA,mecanica,TUERCA,unidad,COMUN,M13,,ACERO COMUN,,1.0,0.0,,,M13-TUERCA,440,2025-02-14,25.0,27,16.0,36.0,29,Proveedor A,4,bajo,17.51,1.09,1.04,0.53,2.66,20.17,726.12
M6-TUERCA AUT,M6,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,M6,,ACERO COMUN,,1.0,52.0,,,M6-TUERCA AUT,441,2025-06-05,36.0,14,22.0,28.0,17,Proveedor A,7,ok,62.78,4.87,2.15,1.57,8.59,71.37,1998.36
22210E-Ruleman,22210E,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,22210E-Ruleman,442,2025-06-05,93.0,17,16.0,94.0,16,Proveedor C,10,ok,7.32,0.56,0.09,0.27,0.92,8.24,774.56
m16-TUERCA,m16,TUERCA,mecanica,TUERCA,unidad,COMUN,m16,,ACERO COMUN,,1.0,48.0,,,m16-TUERCA,443,2025-03-22,58.0,8,25.0,41.0,6,Proveedor A,11,ok,41.12,3.75,2.25,0.53,6.53,47.65,1953.65
M12X27-BULONES,M12X27,BULONES,mecanica,BULONES,unidad,COMUN,M12X27,,ACERO COMUN,,1.0,0.0,,,M12X27-BULONES,444,2025-06-08,73.0,27,9.0,91.0,24,Proveedor B,8,ok,23.43,2.11,0.44,0.27,2.82,26.25,2388.75
M8-TUERCA INOX,M8,TUERCA INOX,mecanica,TUERCA INOX,unidad,INOXIDABLE,M8,,INOXIDABLE,,1.0,69.0,,,M8-TUERCA INOX,445,2025-05-24,53.0,13,22.0,44.0,26,Proveedor D,6,ok,12.47,0.47,0.26,0.36,1.09,13.56,596.64
5119-RETENES,5119,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,5119-RETENES,446,2025-06-27,37.0,21,25.0,33.0,19,Proveedor A,9,ok,14.65,0.55,0.28,0.27,1.1,15.75,519.75
M18-ARANDELA,M18,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M18,,ACERO COMUN,,1.0,90.0,,,M18-ARANDELA,447,2025-04-07,53.0,14,20.0,47.0,21,Proveedor D,10,ok,4.85,0.29,0.08,0.06,0.43,5.28,248.16
M10 X30-CABEZA FREZADA,M10 X30,CABEZA FREZADA,mecanica,BABEZA FREZADA,unidad,INOXIDABLE,M10X30,,INOXIDABLE,,1.0,,,,M10 X30-CABEZA FREZADA,448,2025-03-13,38.0,17,14.0,41.0,30,Proveedor B,7,bajo,8.79,0.52,0.41,0.34,1.27,10.06,412.46
M4X10-ALLEN INOX,M4X10,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,4X10,,INOXIDABLE,0.07,,0.0,,,,449,2025-01-06,71.0,19,19.0,71.0,13,Proveedor B,5,ok,0.07,0.01,0.0,0.0,0.01,0.08,5.68
M6-ALLEN,M6,ALLEN,mecanica,ALLEN,unidad,COMUN,M6,,ACERO COMUN,,1.0,79.0,,,M6-ALLEN,450,2025-04-10,59.0,20,4.0,75.0,14,Proveedor C,6,ok,24.17,0.98,1.02,0.52,2.52,26.69,2001.75
6001-2RS-Ruleman,6001-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6001-2RS-Ruleman,451,2025-02-14,60.0,23,4.0,79.0,1,Proveedor C,5,ok,20.61,1.61,0.98,0.39,2.98,23.59,1863.61
32005X-Q-Ruleman,32005X-Q,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,6.0,,,32005X-Q-Ruleman,452,2025-01-01,41.0,31,6.0,66.0,11,Proveedor A,1,ok,29.6,2.95,0.39,0.68,4.02,33.62,2218.92
"6,25-MECHA",6.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,6.25,,MECHAS,,,2.0,,,"6,25-MECHA",453,2025-03-22,36.0,18,12.0,42.0,11,Proveedor C,4,ok,15.04,1.43,0.26,0.35,2.04,17.08,717.36
6284-RETENES,6284,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,6284-RETENES,454,2025-02-17,13.0,6,6.0,13.0,21,Proveedor B,7,critico,9.09,0.92,0.44,0.17,1.53,10.62,138.06
51114-Ruleman,51114,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,51114-Ruleman,455,2025-01-01,50.0,19,20.0,49.0,1,Proveedor A,-161,ok,26.01,1.46,1.06,0.51,3.03,29.04,1422.96
M10X20 -CABEZ FREZADA,M10X20,CABEZ FREZADA,mecanica,CABEZ FRESADA,unidad,INOXIDABLE,M10X20,,INOXIDABLE,,1.0,-22.0,,,M10X20 -CABEZ FREZADA,456,2025-06-01,16.0,22,9.0,29.0,4,Proveedor C,8,ok,7.77,0.29,0.26,0.2,0.75,8.52,247.08
6305RS-Ruleman,6305RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,13.0,,,6305RS-Ruleman,457,2025-04-19,70.0,9,10.0,69.0,27,Proveedor C,8,ok,15.89,0.88,0.41,0.23,1.52,17.41,1201.29
