id,codigo,descripcion,categoria,sub_categoria,unidad_medida,material,caracteristica2,caracteristica3,grupo,precio_actual_uusds,almacen,cantidad,datos,grup,nombre_producto,id_producto,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock,precio_unitario_usd,costo_logistica_usd,costo_almacenamiento_usd,costo_administrativo_usd,costo_indirecto_total_usd,costo_total_unitario_usd,valor_stock_final_usd
"3,15-MECHA CENTRO",3.15,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,3.15,,MECHAS,,,2.0,,,"3,15-MECHA CENTRO",369,2025-04-17,71,19,9,81.0,29.0,Proveedor C,4,ok,35.03,3.77,1.85,0.67,6.29,41.32,3346.92
9451-RETENES,9451,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,9451-RETENES,370,2025-04-14,84,20,21,83.0,16.0,Proveedor B,6,ok,7.76,0.33,0.17,0.13,0.63,8.39,696.37
8673-RETENES,8673,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,6.0,,,8673-RETENES,371,2025-02-23,65,14,21,58.0,27.0,Proveedor A,9,ok,8.96,0.55,0.28,0.25,1.08,10.04,582.32
M10-TUERC MARIPOSA MACH,M10,TUERC MARIPOSA MACH,mecanica,TUERC MARIP MACH,unidad,COMUN,M10,,ACERO COMUN,,1.0,-4.0,,,M10-TUERC MARIPOSA MACH,372,2025-06-01,60,26,27,59.0,22.0,Proveedor C,8,ok,12.72,1.39,0.58,0.27,2.24,14.96,882.64
5-FRESA,5,FRESA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-FRESA,373,2025-03-24,64,21,26,59.0,21.0,Proveedor D,3,ok,37.6,3.07,1.77,1.0,5.84,43.44,2562.96
32005-Ruleman,32005,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,32005-Ruleman,374,2025-03-24,47,4,21,30.0,23.0,Proveedor C,3,bajo,13.96,1.54,0.42,0.31,2.27,16.23,486.9
4-MECHA,4,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,4,,MECHAS,,,12.0,,,4-MECHA,375,2025-05-25,46,28,10,64.0,17.0,Proveedor C,1,ok,48.21,1.46,1.43,1.22,4.11,52.32,3348.48
NK-NC80-FLAP,NK-NC80,FLAP,mecanica,FLAP,unidad,MANTA ABRASIVA,GRANO 80,,DISCOS DE CORTE,,1.0,25.0,,,NK-NC80-FLAP,376,2025-04-18,124,18,19,123.0,39.0,Proveedor D,6,ok,14.5,1.41,0.58,0.41,2.4,16.9,2078.7
M17-ARANDELA INOX,M17,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M17,,INOXIDABLE,,1.0,28.0,,,M17-ARANDELA INOX,377,2025-01-10,84,14,30,68.0,32.0,Proveedor C,14,ok,23.04,1.81,1.11,0.41,3.33,26.37,1793.16
M8X50-ALLEN INOX,M8X50,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X50,,INOXIDABLE,,1.0,40.0,,,M8X50-ALLEN INOX,378,2025-05-01,73,19,10,82.0,20.0,Proveedor B,6,ok,26.87,2.5,0.51,0.29,3.3,30.17,2473.94
UC208-RODAMIENTO,UC208,RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC208-RODAMIENTO,379,2025-02-27,0,21,12,9.0,15.0,Proveedor D,4,critico,32.43,3.73,0.47,0.84,5.04,37.47,337.23
6-FRESA,6,FRESA,mecanica,herramental de corte,unidad,ACERO RAPIDO,6,,MECHAS,,,1.0,,,6-FRESA,380,2025-01-07,19,9,24,4.0,19.0,Proveedor C,7,critico,21.77,1.32,0.84,0.8,2.96,24.73,98.92
M40X16-BUL HEX INOX,M40X16,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M40X16,,INOXIDABLE,,1.0,24.0,,,M40X16-BUL HEX INOX,381,2025-01-21,47,8,13,42.0,24.0,Proveedor A,1,ok,9.1,0.62,0.1,0.12,0.84,9.94,417.48
"12,25-MECHA",12.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,12.25,,MECHAS,,,0.0,,,"12,25-MECHA",382,2025-01-05,38,23,25,36.0,31.0,Proveedor A,5,bajo,10.05,0.39,0.44,0.3,1.13,11.18,402.48
M6-TUERCA INOX,M6,TUERCA INOX,mecanica,TUERCA INOX,unidad,INOXIDABLE,M6,,INOXIDABLE,,1.0,241.0,,,M6-TUERCA INOX,383,2025-03-30,93,1502,3,110.0,14.0,Proveedor A,10,ok,4.46,0.48,0.16,0.13,0.77,5.23,575.3
M10-TUERC MARIPOSA HEMBRA,M10,TUERC MARIPOSA HEMBRA,mecanica,TUERC MARIP HEMBRA,unidad,COMUN,M10,,ACERO COMUN,,1.0,-4.0,,,M10-TUERC MARIPOSA HEMBRA,384,2025-06-23,51,13,18,46.0,22.0,Proveedor B,8,ok,4.03,0.48,0.08,0.16,0.72,4.75,218.5
M12-TUERCA,M12,TUERCA,mecanica,TUERCA,unidad,COMUN,M12,,ACERO COMUN,,1.0,0.0,,,M12-TUERCA,385,2025-06-27,36,16,13,39.0,15.0,Proveedor B,9,ok,14.64,1.49,0.29,0.16,1.94,16.58,646.62
M16X15-BUL HEX INOX,M16X15,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M16X15,,INOXIDABLE,2.33,1.0,27.0,,,M16X15-BUL HEX INOX,386,2025-03-21,76,17,6,87.0,5.0,Proveedor D,3,error,20.77,2.4,0.83,0.36,3.59,24.36,2119.32
M8X41-ALLEN INOX,M8X41,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X41,,INOXIDABLE,,,0.0,,,M8X41-ALLEN INOX,387,2025-06-20,51,30,22,59.0,11.0,Proveedor B,6,ok,14.11,0.44,0.46,0.33,1.23,15.34,905.06
"8,75-MECHA",8.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8.75,,MECHAS,,,1.0,,,"8,75-MECHA",388,2025-05-01,26,14,8,32.0,23.0,Proveedor C,7,bajo,9.88,1.14,0.54,0.23,1.91,11.79,377.28
M8-TUERCA AUT,M8,TUERCA AUT,mecanica,TUERCA AUT,unidad,COMUN,M8,,ACERO COMUN,,1.0,95.0,,,M8-TUERCA AUT,389,2025-05-01,38,14,21,31.0,26.0,Proveedor C,6,bajo,16.56,0.86,0.98,0.65,2.49,19.05,590.55
M24-ARANDELA INOX,M24,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M24,,INOXIDABLE,,1.0,33.0,,,M24-ARANDELA INOX,390,2025-05-15,67,23,24,66.0,20.0,Proveedor D,10,ok,5.23,0.46,0.14,0.19,0.79,6.02,397.32
UC208-RODAMIENTO,UC208,RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC208-RODAMIENTO,391,2025-01-17,9,24,17,16.0,25.0,Proveedor A,3,critico,26.3,2.01,0.29,0.49,2.79,29.09,465.44
M26-TUERCA,M26,TUERCA,mecanica,TUERCA,unidad,COMUN,M26,,ACERO COMUN,,1.0,0.0,,,M26-TUERCA,392,2025-04-07,74,25,25,74.0,14.0,Proveedor D,3,ok,36.98,1.66,1.43,0.38,3.47,40.45,2993.3
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,393,2025-05-30,49,14,15,48.0,9.0,Proveedor B,4,ok,15.24,0.79,0.45,0.4,1.64,16.88,810.24
"12,75-MECHA",12.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,12.75,,MECHAS,,,2.0,,,"12,75-MECHA",394,2025-01-21,31,21,17,35.0,24.0,Proveedor D,1,bajo,9.77,0.57,0.15,0.18,0.9,10.67,373.45
M5X16-ALLEN,M5X16,ALLEN,mecanica,ALLEN,unidad,COMUN,M5X16,,ACERO COMUN,,1.0,0.0,,,M5X16-ALLEN,395,2025-02-21,29,7,12,24.0,22.0,Proveedor A,4,bajo,11.37,0.99,0.49,0.4,1.88,13.25,318.0
"10,75-MECHA",10.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.75,,MECHAS,,,0.0,,,"10,75-MECHA",396,2025-06-24,74,13,9,78.0,23.0,Proveedor A,3,ok,25.23,1.02,0.82,0.5,2.34,27.57,2150.46
5X5-GUSANILLO,5X5,GUSANILLO,mecanica,GUSANILLO,unidad,COMUN,M5X5,,INOXIDABLE,,1.0,,,,5X5-GUSANILLO,397,2025-01-01,26,14,19,21.0,14.0,Proveedor D,11,bajo,42.83,3.24,1.45,1.69,6.38,49.21,1033.41
6-MECHA,6,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,6,,MECHAS,,,4.0,,,6-MECHA,398,2025-02-25,82,18,14,86.0,16.0,Proveedor A,5,ok,41.11,4.15,0.76,1.51,6.42,47.53,4087.58
M40X16-BUL HEX INOX,M40X16,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M40X16,,INOXIDABLE,,1.0,24.0,,,M40X16-BUL HEX INOX,399,2025-06-20,94,21,11,104.0,14.0,Proveedor D,7,ok,4.87,0.4,0.11,0.11,0.62,5.49,570.96
M6 X20-ALLEN INOX,M6 X20,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M6X20,,INOXIDABLE,,1.0,39.0,,,M6 X20-ALLEN INOX,400,2025-03-12,28,6,18,16.0,33.0,Proveedor C,10,critico,16.09,0.7,0.68,0.38,1.76,17.85,285.6
M03-ARANDELA WROWER,M03,ARANDELA WROWER,mecanica,ARANDELA,unidad,COMUN,M03,,ACERO COMUN,,1.0,0.0,,,M03-ARANDELA WROWER,401,2025-06-14,34,24,11,47.0,19.0,Proveedor A,8,ok,12.24,0.99,0.4,0.45,1.84,14.08,661.76
M12-MACHOS DE ROSCAR (RECTOS),M12,MACHOS DE ROSCAR (RECTOS),mecanica,herramental de corte,unidad,ACERO RAPIDO,M12,,MECHAS,,,2.0,,,M12-MACHOS DE ROSCAR (RECTOS),402,2025-05-09,28,23,24,27.0,23.0,Proveedor A,5,bajo,12.0,1.13,0.16,0.34,1.63,13.63,368.01
M10 X30-CABEZA FREZADA,M10 X30,CABEZA FREZADA,mecanica,BABEZA FREZADA,unidad,INOXIDABLE,M10X30,,INOXIDABLE,,1.0,,,,M10 X30-CABEZA FREZADA,403,2025-01-12,72,26,15,83.0,18.0,Proveedor D,4,ok,89.06,5.77,1.98,3.4,11.15,100.21,8317.43
UC206-Ruleman,UC206,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,UC206-Ruleman,404,2025-02-10,39,26,7,58.0,13.0,Proveedor A,7,ok,3.99,0.25,0.23,0.16,0.64,4.63,268.54
UCF205-CAJA RODAMIENTO,UCF205,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,21.0,,,UCF205-CAJA RODAMIENTO,405,2025-06-01,63,19,15,67.0,21.0,Proveedor A,5,ok,27.58,1.56,0.84,0.58,2.98,30.56,2047.52
6284-RETENES,6284,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,6284-RETENES,406,2025-01-29,68,25,6,87.0,4.0,Proveedor B,1,ok,26.18,0.96,0.35,0.95,2.26,28.44,2474.28
61900-2RZ-RODAMIENTO,61900-2RZ,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61900-2RZ-RODAMIENTO,407,2025-03-21,99,27,12,114.0,16.0,Proveedor D,1,ok,7.3,0.4,0.4,0.13,0.93,8.23,938.22
10-MECHA,10,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10,,MECHAS,,,3.0,,,10-MECHA,408,2035-01-01,40,15,12,43.0,8.0,Proveedor D,8,ok,2.67,0.28,0.14,0.1,0.52,3.19,137.17
10X25-ALLEN INOX,10X25,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X25,,INOXIDABLE,,1.0,32.0,,,10X25-ALLEN INOX,409,2025-06-10,71,35,15,91.0,26.0,Proveedor C,8,ok,6.83,0.8,0.15,0.1,1.05,7.88,717.08
M17-ARANDELA INOX,M17,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M17,,INOXIDABLE,,1.0,28.0,,,M17-ARANDELA INOX,410,2025-03-18,94,13,10,97.0,25.0,Proveedor B,7,ok,11.62,1.38,0.42,0.12,1.92,13.54,1313.38
4-FRESA,4,FRESA,mecanica,herramental de corte,unidad,ACERO RAPIDO,4,,MECHAS,,,2.0,,,4-FRESA,411,2025-05-13,65,15,25,55.0,20.0,Proveedor A,10,ok,13.77,1.23,0.56,0.53,2.32,16.09,884.95
10X30-ALLEN INOX,10X30,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X30,,INOXIDABLE,,1.0,236.0,,,10X30-ALLEN INOX,412,2025-05-03,72,17,11,78.0,16.0,Proveedor C,9,ok,36.47,4.03,0.58,1.0,5.61,42.08,3282.24
UCFL204-CAJA RODAMIENTO,UCFL204,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,8.0,,,UCFL204-CAJA RODAMIENTO,413,2025-05-12,52,31,8,75.0,26.0,Proveedor A,8,ok,13.02,1.06,0.75,0.38,2.19,15.21,1140.75
4733010-Ruleman,4733010,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,4733010-Ruleman,414,2025-06-28,62,6,20,48.0,25.0,Proveedor B,13,ok,41.97,2.19,1.99,1.51,5.69,47.66,2287.68
M16-BULONES,M16,BULONES,mecanica,BULONES,unidad,COMUN,M16,,ACERO COMUN,,1.0,52.0,,,M16-BULONES,415,2025-03-06,102,14,10,106.0,33.0,Proveedor D,6,ok,6.78,0.5,0.32,0.22,1.04,7.82,828.92
SVCF PLN205-CAJA RODAMIENTO,SVCF PLN205,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,INOXIDABLE,,,ACERO COMUN,,1.0,0.0,,,SVCF PLN205-CAJA RODAMIENTO,416,2025-03-16,55,34,17,72.0,12.0,Proveedor B,3,ok,38.15,3.26,2.05,0.83,6.14,44.29,3188.88
M16-ARANDELA,M16,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M16,,ACERO COMUN,,1.0,0.0,,,M16-ARANDELA,417,2025-02-24,74,2,12,64.0,4.0,Proveedor D,4,ok,40.0,1.61,0.91,1.55,4.07,44.07,2820.48
M6-MACHOS,M6,MACHOS,mecanica,herramental de corte,unidad,ACERO RAPIDO,M6,,MECHAS,,,3.0,,,M6-MACHOS,418,2025-04-29,58,21,10,69.0,6.0,Proveedor C,10,ok,31.33,2.77,1.23,0.65,4.65,35.98,2482.62
M8X40-BULONES,M8X40,BULONES,mecanica,BULONES,unidad,COMUN,M8X40,,ACERO COMUN,,1.0,0.0,,,M8X40-BULONES,419,2025-06-24,18,20,10,28.0,27.0,Proveedor A,9,bajo,33.79,1.29,1.27,1.12,3.68,37.47,1049.16
686-2RS-Ruleman,686-2RS,Ruleman,mecanica,RULEMANES,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,686-2RS-Ruleman,420,2025-02-07,102,20,2,120.0,13.0,Proveedor D,8,ok,13.35,1.57,0.47,0.44,2.48,15.83,1899.6
6005-2PSC3-RODAMIENTO,6005-2PSC3,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6005-2PSC3-RODAMIENTO,421,2025-06-11,71,49,36,84.0,12.0,Proveedor D,4,ok,3.78,0.39,0.13,0.06,0.58,4.36,366.24
"M10 X 1,5-TUERCA","M10 X 1,5",TUERCA,mecanica,TUERCA,unidad,COMUN,"M10 X 1,5",,ACERO COMUN,,1.0,102.0,,,"M10 X 1,5-TUERCA",422,2025-02-02,47,9,16,40.0,10.0,Proveedor B,12,ok,17.15,1.76,0.98,0.41,3.15,20.3,812.0
"4,5-MECHA",4.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,4.5,,MECHAS,,,5.0,,,"4,5-MECHA",423,2025-03-31,13,19,0,32.0,9.0,Proveedor B,2,ok,11.6,0.51,0.67,0.25,1.43,13.03,416.96
6303-2RSH-RODAMIENTO,6303-2RSH,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6303-2RSH-RODAMIENTO,424,2025-03-10,62,21,5,78.0,21.0,Proveedor B,6,ok,19.0,1.22,0.51,0.7,2.43,21.43,1671.54
"2,5-MECHA",2.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.5,,MECHAS,,,2.0,,,"2,5-MECHA",425,2025-03-23,81,20,5,96.0,11.0,Proveedor B,1,ok,89.46,8.77,5.19,1.51,15.47,104.93,10073.28
M16-BULONES,M16,BULONES,mecanica,BULONES,unidad,COMUN,M16,,ACERO COMUN,,1.0,52.0,,,M16-BULONES,426,2025-06-09,93,27,4,116.0,31.0,Proveedor A,7,ok,8.64,0.54,0.47,0.24,1.25,9.89,1147.24
NK-NC 60-FLAP,NK-NC 60,FLAP,mecanica,FLAP,unidad,MANTA ABRASIVA,GRANO 60,,DISCOS DE CORTE,,1.0,256.0,,,NK-NC 60-FLAP,427,2025-02-01,70,35,14,91.0,23.0,Proveedor A,7,ok,28.75,2.75,1.72,0.94,5.41,34.16,3108.56
"2,75-MECHA",2.75,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2.75,,MECHAS,,,0.0,,,"2,75-MECHA",428,2025-04-19,57,22,8,71.0,11.0,Proveedor B,11,ok,16.35,1.87,0.84,0.48,3.19,19.54,1387.34
M14X40-BUL HEX INOX,M14X40,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M14X40,,INOXIDABLE,,,21.0,,,M14X40-BUL HEX INOX,429,2025-06-10,54,25,3,76.0,33.0,Proveedor D,6,ok,66.79,3.92,2.48,1.36,7.76,74.55,5665.8
R55611-RETENES,R55611,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,R55611-RETENES,430,2025-01-30,78,7,9,76.0,23.0,Proveedor A,1,ok,13.01,1.18,0.61,0.21,2.0,15.01,1140.76
6303-RODAMIENTO,6303,RODAMIENTO,mecanica,RODAMIENTO,unidad,COMUN,6303,,INOXIDABLE,,1.0,12.0,,,6303-RODAMIENTO,431,2025-05-31,40,6,2,44.0,19.0,Proveedor C,8,ok,11.14,0.87,0.23,0.29,1.39,12.53,551.32
2-MECHA,2,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,2,,MECHAS,,,4.0,,,2-MECHA,432,2025-04-16,26,16,16,26.0,28.0,Proveedor D,3,critico,18.05,0.82,0.55,0.19,1.56,19.61,509.86
M14-TUERCA,M14,TUERCA,mecanica,TUERCA,unidad,COMUN,M14,,ACERO COMUN,,1.0,0.0,,,M14-TUERCA,433,2025-01-21,51,15,21,45.0,18.0,Proveedor D,5,ok,4.39,0.34,0.22,0.09,0.65,5.04,226.8
M12X30-BUL HEX INOX,M12X30,BUL HEX INOX,mecanica,BULON INOX,unidad,INOXIDABLE,M12X30,,INOXIDABLE,,1.0,26.0,,,M12X30-BUL HEX INOX,434,2025-06-07,58,4,16,46.0,25.0,Proveedor C,7,ok,17.51,1.22,0.83,0.43,2.48,19.99,919.54
M8X41-ALLEN INOX,M8X41,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X41,,INOXIDABLE,,,0.0,,,M8X41-ALLEN INOX,435,2025-03-01,83,17,12,88.0,9.0,Proveedor C,9,ok,25.3,0.82,0.81,0.69,2.32,27.62,2430.56
M8X50-ALLEN INOX,M8X50,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M8X50,,INOXIDABLE,,1.0,40.0,,,M8X50-ALLEN INOX,436,2025-04-17,67,17,15,69.0,5.0,Proveedor B,3,ok,17.57,0.99,0.95,0.53,2.47,20.04,1382.76
9440-RETENES,9440,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,9440-RETENES,437,2025-06-25,39,4,17,26.0,18.0,Proveedor D,9,bajo,19.78,0.64,0.87,0.7,2.21,21.99,571.74
223011FX-RODAMIENTO,223011FX,RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,223011FX-RODAMIENTO,438,2025-02-23,39,0,1,38.0,5.0,Proveedor A,9,ok,8.39,0.43,0.29,0.11,0.83,9.22,350.36
12-MECHA,12,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,12,,MECHAS,,,1.0,,,12-MECHA,439,2025-06-14,66,8,12,62.0,17.0,Proveedor A,6,ok,7.73,0.85,0.31,0.1,1.26,8.99,557.38
5488-RETENES,5488,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,4.0,,,5488-RETENES,440,2025-04-04,61,11,0,72.0,17.0,Proveedor D,8,ok,17.4,1.31,0.35,0.37,2.03,19.43,1398.96
10X15-ALLEN INOX,10X15,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,10X15,,INOXIDABLE,,,0.0,,,10X15-ALLEN INOX,441,2025-01-03,75,1,4,72.0,20.0,Proveedor A,6,ok,38.14,4.23,1.45,1.45,7.13,45.27,3259.44
5-MECHA CENTRO,5,MECHA CENTRO,mecanica,herramental de corte,unidad,ACERO RAPIDO,5,,MECHAS,,,1.0,,,5-MECHA CENTRO,442,2025-03-21,58,30,16,72.0,7.0,Proveedor B,11,ok,33.76,3.52,0.9,1.23,5.65,39.41,2837.52
TWO-IN-ONE -PULIDORA,TWO-IN-ONE,PULIDORA,mecanica,PULIDORA,unidad,TWO-IN-ONE,150X25X32MM,,VARIOS,,1.0,1.0,,,TWO-IN-ONE -PULIDORA,443,2025-01-26,73,7,11,69.0,23.0,Proveedor A,5,ok,9.15,0.29,0.18,0.17,0.64,9.79,675.51
"10,25-MECHA",10.25,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,10.25,,MECHAS,,,2.0,,,"10,25-MECHA",444,2025-01-29,67,9,13,63.0,1.0,Proveedor D,8,ok,7.78,0.42,0.24,0.3,0.96,8.74,550.62
5200-RETENES,5200,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,5.0,,,5200-RETENES,445,2025-05-19,70,21,4,87.0,14.0,Proveedor A,4,ok,10.93,0.41,0.27,0.36,1.04,11.97,1041.39
M6-ARANDELA INOX,M6,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M6,,INOXIDABLE,,1.0,0.0,,,M6-ARANDELA INOX,446,2025-05-02,52,4,12,44.0,22.0,Proveedor C,9,ok,8.46,0.7,0.41,0.25,1.36,9.82,432.08
M16-BULONES,M16,BULONES,mecanica,BULONES,unidad,COMUN,M16,,ACERO COMUN,,1.0,52.0,,,M16-BULONES,447,2025-05-03,49,7,6,50.0,26.0,Proveedor A,10,ok,15.91,1.22,0.85,0.45,2.52,18.43,921.5
M17-ARANDELA INOX,M17,ARANDELA INOX,mecanica,ARANDELA INOX,unidad,INOXIDABLE,M17,,INOXIDABLE,,1.0,28.0,,,M17-ARANDELA INOX,448,2025-04-12,91,17,21,87.0,16.0,Proveedor D,6,ok,6.59,0.2,0.27,0.13,0.6,7.19,625.53
61900-2RZ-RODAMIENTO,61900-2RZ,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,61900-2RZ-RODAMIENTO,449,2025-06-22,28,9,14,23.0,21.0,Proveedor A,7,bajo,18.49,1.57,0.87,0.21,2.65,21.14,486.22
8468-RETENES,8468,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,2.0,,,8468-RETENES,450,2025-03-04,85,15,27,73.0,3.0,Proveedor C,4,ok,10.42,0.58,0.49,0.19,1.26,11.68,852.64
M6 X15-ALLEN INOX,M6 X15,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M6X15,,INOXIDABLE,0.11,1.0,158.0,,,M6 X15-ALLEN INOX,451,2025-03-16,67,24,6,85.0,18.0,Proveedor A,2,ok,14.13,0.78,0.14,0.55,1.47,15.6,1326.0
6710-RETENES,6710,RETENES,mecanica,RETENES,unidad,NITRILO,,,ACERO COMUN,,1.0,1.0,,,6710-RETENES,452,2025-01-31,106,12,21,97.0,33.0,Proveedor B,7,ok,24.33,2.77,1.33,0.71,4.81,29.14,2826.58
"5,5-MECHA",5.5,MECHA,mecanica,herramental de corte,unidad,ACERO RAPIDO,5.5,,MECHAS,,,0.0,,,"5,5-MECHA",453,2025-03-17,93,17,14,96.0,25.0,Proveedor A,1,ok,11.65,0.99,0.61,0.44,2.04,13.69,1314.24
M16-ARANDELA,M16,ARANDELA,mecanica,ARANDELA,unidad,COMUN,M16,,ACERO COMUN,,1.0,0.0,,,M16-ARANDELA,454,2025-04-23,48,22,26,44.0,36.0,Proveedor A,2,bajo,21.47,2.57,0.7,0.25,3.52,24.99,1099.56
UCP 205-CAJA RODAMIENTO,UCP 205,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,29.0,,,UCP 205-CAJA RODAMIENTO,455,2025-03-28,46,9,26,29.0,34.0,Proveedor C,7,critico,47.28,2.59,0.88,1.03,4.5,51.78,1501.62
M10 X 35-ALLEN INOX,M10 X 35,ALLEN INOX,mecanica,ALLEN INOX,unidad,INOXIDABLE,M10X35,,INOXIDABLE,,1.0,100.0,,,M10 X 35-ALLEN INOX,456,2025-02-26,118,3,20,101.0,20.0,Proveedor C,9,ok,2.49,0.13,0.09,0.09,0.31,2.8,282.8
UCF206-CAJA RODAMIENTO,UCF206,CAJA RODAMIENTO,mecanica,CAJA RODAMIENTO,unidad,INOXIDABLE,,,ACERO COMUN,,1.0,44.0,,,UCF206-CAJA RODAMIENTO,457,2025-03-06,38,9,24,23.0,17.0,Proveedor A,3,bajo,3.79,0.41,0.11,0.07,0.59,4.38,100.74
8-FRESA,8,FRESA,mecanica,herramental de corte,unidad,ACERO RAPIDO,8,,MECHAS,,,0.0,,,8-FRESA,458,2025-02-23,102,24,10,116.0,29.0,Proveedor A,5,ok,7.78,0.66,0.29,0.3,1.25,9.03,1047.48
M6-TUERCA,M6,TUERCA,mecanica,TUERCA,unidad,COMUN,M6,,ACERO COMUN,,1.0,259.0,,,M6-TUERCA,459,2025-04-05,85,27,19,93.0,12.0,Proveedor D,1,ok,34.82,4.17,0.57,0.62,5.36,40.18,3736.74
SHF25-SOPAPA,SHF25,SOPAPA,electrico,,unidad,,,,MENINO,,1.0,-4.0,,,SHF25-SOPAPA,460,2025-02-04,103,21,16,-481.0,21.0,Proveedor D,8,ok,18.21,1.61,0.63,0.22,2.46,20.67,2232.36
6006-ZQS1/03-RODAMIENTO,6006-ZQS1/03,RODAMIENTO,mecanica,RODAMIENTO,unidad,acero comun,,,ACERO COMUN,,1.0,0.0,,,6006-ZQS1/03-RODAMIENTO,461,2025-02-20,19,25,12,32.0,15.0,Proveedor B,2,ok,24.44,1.99,0.44,0.25,2.68,27.12,867.84
